doi
10.1088/1674-1137/40/1/011001
10.1016/j.jct.2015.08.019
10.1016/j.compositesb.2016.02.034
10.1016/j.actamat.2016.03.007
10.1016/j.tet.2016.01.038
10.1007/JHEP08(2016)149
10.1051/0004-6361/201527101
10.1038/nn.4398
10.1051/0004-6361/201525830
10.1051/0004-6361/201525814
10.1016/j.physletb.2016.06.051
10.1088/1475-7516/2016/02/062
10.3847/0004-637X/823/1/65
10.1039/C6RA22081A
10.1039/c6ra22669h
10.1016/j.ceramint.2016.04.085
10.1016/j.ceramint.2016.02.082
10.1016/j.physe.2016.07.023
10.1142/S0217984916502912
10.1016/j.actamat.2016.01.024
10.1108/JBIM-11-2014-0223
10.1002/jgt.22005
10.1016/j.disc.2015.10.032
10.1016/j.physe.2015.10.033
10.1016/j.ecocom.2016.07.004
10.1016/j.ecocom.2016.05.004
10.1177/1474704916661825
10.1109/TCSI.2015.2512759
10.1016/j.matdes.2016.09.047
10.1080/10618562.2016.1194977
10.1017/S0022377816000283
10.4000/communicationorganisation.5429
10.1051/epjconf/201610605005
10.1111/jpy.12410-15-222
10.1111/1758-2229.12427
10.1371/journal.pcbi.1004778
10.1016/j.tsf.2016.08.053
10.1016/j.matpr.2016.01.047
10.3917/vse.202.0041
10.4000/etudesirlandaises.4842
10.3389/fmicb.2016.00340
10.1371/journal.pone.0153393
10.3166/pmp.33.2.119-134
10.1007/s00023-016-0467-8
10.1007/s00220-015-2523-5
10.1088/1751-8113/49/41/415201
10.1016/j.scispo.2016.08.002
10.1007/JHEP06(2016)114
10.1103/PhysRevD.93.085032
10.1016/j.marpolbul.2016.07.023
10.3917/rimhe.021.0069
10.4000/rei.6365
10.1007/s00373-015-1625-3
10.1007/s00373-015-1625-3
10.1017/S0017089515000063
10.1088/0268-1242/31/11/114003
10.1002/hbm.23121
10.1016/j.microrel.2016.07.097
10.1142/S0218126617500323
10.1134/S0032946016020071
10.1016/j.neuroscience.2015.11.056
10.1523/JNEUROSCI.1672-16.2016
10.3991/ijes.v4i2.5345
10.1016/j.jde.2015.12.021
10.1007/s10958-016-3152-z
10.1051/mmnp/201611203
10.4171/JST/131
10.1007/s10236-016-0921-7
10.1016/j.nuclphysa.2016.02.001
10.1140/epjds/s13688-016-0073-5
10.1051/0004-6361/201526455
10.5194/bg-13-4927-2016
10.5890/DNC.2016.12.009
10.1063/1.4942525
10.1016/j.jde.2016.01.033
10.1016/j.ipm.2016.03.002
10.1063/1.4961056
10.1016/j.physletb.2016.03.047
10.1103/PhysRevLett.116.061101
10.1140/epjc/s10052-016-4470-5
10.1088/1475-7516/2016/04/046
10.1016/j.physletb.2016.04.017
10.1007/s00792-015-0805-7
10.1007/s12668-016-0206-0
10.1099/ijsem.0.000910
10.3917/resg.112.0197
10.3233/JAD-160268
10.1016/j.ijleo.2015.12.136
10.1242/jeb.139451
10.1093/plankt/fbv121
10.1002/2015GB005326
10.1007/s13762-016-1048-6
10.15011/jasma.33.330207
10.4018/IJSSCI.2016040102
10.1099/ijsem.0.001352
10.5194/bg-13-3793-2016
10.5194/bg-13-4005-2016
10.4000/crm.13829
10.4000/crm.13794
10.1007/s10750-016-2880-x
10.1016/j.econmod.2014.10.009
10.1016/j.sse.2016.04.010
10.1007/s10825-016-0917-z
10.1093/femsle/fnv216
10.1016/j.physletb.2016.07.079
10.1007/JHEP03(2016)119
10.1007/JHEP08(2016)098
10.1093/mnras/stw2243
10.1186/s12879-016-2003-3
10.1016/j.marpolbul.2016.05.041
10.1016/j.ecss.2016.08.049
10.1016/j.jimonfin.2015.0
10.1007/s10851-016-0669-1
10.1021/acs.chemmater.5b04223
10.1186/s13068-016-0678-8
10.1109/TGRS.2016.2601242
10.1103/PhysRevD.94.104032
10.4000/communicationorganisation.5193
10.5194/bg-13-2653-2016
10.5194/bg-13-4461-2016
10.5194/bg-13-2803-2016
10.1002/lno.10300
10.1007/s11356-016-6414-x
10.1007/s11356-016-6414-x
10.1080/03605302.2015.1095766
10.1016/j.tsf.2015.12.041
10.1016/j.ijbiomac.2016.01.074
10.7872/crya/v37.iss2.2016.133
10.1016/j.bspc.2015.10.001
10.1007/s10311-016-0581-3
10.1051/cocv/2016009
10.1371/journal.pone.0158267
10.1021/acsnano.6b04648
10.1007/s10750-015-2333-y
10.3166/ges.18.189-210
10.1016/j.actao.2015.10.013
10.3917/rimhe.020.0002
10.1016/j.jnutbio.2016.10.012
10.1016/j.apsusc.2015.11.176
10.1088/1751-8113/49/49/495202
10.1016/j.crma.2016.06.003
10.3354/meps11796
10.1109/TNS.2016.2564923
10.1007/s00220-015-2501-y
