doi
10.1016/j.csr.2018.01.010
10.1016/j.bmcl.2018.12.047
10.4000/mots.23034
10.1016/j.bbe.2018.02.005
10.1016/j.scispo.2018.03.013
10.1016/j.scispo.2018.03.037
10.1109/whispers.2018.8747064
10.1007/978-3-319-99807-7_29
10.2139/ssrn.3186344
10.1016/j.scispo.2018.03.063
10.1007/s10851-018-0810-4
10.1080/00150193.2018.1470815
10.1080/08927014.2017.1413551
10.1007/s10570-018-1672-z
10.1109/aiccsa.2018.8612850
10.1155/2018/4749501
10.1007/978-3-319-73016-5_10
10.1145/3194658.3194687
10.1142/s0219498818501141
10.3390/app8010096
10.1016/j.compstruct.2018.05.039
10.1080/1065657x.2018.1434023
10.1016/j.jssc.2017.10.014
10.1016/j.matchemphys.2018.01.035
10.1016/j.scispo.2018.03.061
10.1016/j.jbiomech.2018.07.034
10.1016/j.mtcomm.2018.10.019
10.1007/s42250-018-0025-5
10.1109/ssd.2018.8570387
10.1016/b978-0-12-809551-5.00005-9
10.1007/978-3-030-03192-3_4
10.3390/polym10020224
10.1021/acs.analchem.8b00357
10.1007/s10623-018-0521-2
10.1109/sysose.2018.8428730
10.1080/10926488.2018.1549853
10.5585/rgss.v7i1.393
10.1080/01496395.2018.1498519
10.1007/s11804-018-0027-3
10.1016/j.clay.2018.06.025
10.1007/s40011-018-1045-2
10.1109/iotais.2018.8600849
10.1007/s10701-018-0159-y
10.1007/s11042-017-5593-x
10.1016/j.scispo.2018.03.068
10.1051/shsconf/20184601013
10.1080/08927014.2018.1480757
10.1007/978-3-319-74962-4_6
10.1121/1.5067665
10.1109/iros.2018.8593770
10.1016/j.mtcomm.2018.10.020
10.1016/j.jtherbio.2018.07.006
10.7202/1054157ar
10.1080/02640414.2018.1458396
10.1016/s1293-2965(18)41438-7
10.1007/s00211-018-1007-x
10.1007/s00205-018-1219-3
10.1080/17442508.2018.1427750
10.1016/j.jelekin.2018.03.001
10.1109/atsip.2018.8364446
10.1115/omae2018-78367
10.1007/978-3-319-78482-3_4
10.1186/s40798-018-0130-7
10.1016/j.irbm.2018.02.004
10.1080/08927014.2018.1539165
10.1109/oceanskobe.2018.8559154
10.1016/j.beproc.2018.07.015
10.1007/s11356-018-3463-3
10.1109/icca.2018.8444289
10.1016/j.scispo.2018.03.034
10.3389/fphys.2018.01695
10.1007/s10811-018-1594-z
10.1016/j.scispo.2018.03.058
10.1109/educon.2018.8363100
10.1186/s40623-018-0979-1
10.1016/j.jece.2018.02.009
10.1016/s1283-078x(18)41436-8
10.1183/13993003.congress-2018.oa480
10.1016/j.elecom.2018.08.004
10.1016/j.scispo.2018.03.006
10.1039/c8py00052b
10.3389/fphys.2018.01285
10.1016/j.ocecoaman.2017.12.026
10.1016/j.talanta.2018.02.051
10.1016/j.compstruct.2018.06.091
10.1007/s11139-018-9991-0
10.3389/fphys.2018.01627
10.1016/j.crme.2017.12.011
10.1007/978-3-030-04483-1_1
10.1016/j.bios.2018.04.022
10.1109/iotais.2018.8600893
10.1016/j.elecom.2018.07.005
10.1016/j.crma.2018.10.009
10.1109/mecatronics.2018.8495893
10.3390/ma11081436
10.3389/fmicb.2018.01960
10.1007/978-3-319-76445-0_4
10.1519/jsc.0000000000002570
10.5194/bg-15-2669-2018
10.1109/robosoft.2018.8404914
10.1093/femsec/fiy083
10.1007/978-3-319-73694-5_4
10.1186/s40623-018-0957-7
10.1016/j.cviu.2018.05.003
10.1016/j.atmosenv.2018.09.009
10.1051/medsci/201834s203
10.1080/10255842.2018.1516763
10.13053/cys-22-3-3034
10.18272/iu.v21i21.1022
10.1016/j.jbiomech.2018.05.010
10.1109/oceanskobe.2018.8559069
10.4000/aad.2511
10.1080/15361055.2017.1374813
10.1109/ipas.2018.8708856
10.1002/9780470027318.a9641
10.1186/s40623-018-0935-0
10.1007/s11425-017-9272-7
10.1016/j.ijhydene.2018.06.143
10.5430/wje.v8n4p24
10.1016/j.eurpolymj.2018.01.015
10.1109/mesa.2018.8449164
10.1007/s00421-018-3923-y
10.1016/j.scispo.2018.03.042
10.1186/s40645-018-0187-4
10.1038/s41598-018-28510-x
10.1007/s12237-018-0412-9
10.1109/icit.2018.8352373
10.1007/978-3-030-01449-0_7
10.1007/s00200-018-0354-2
10.7872/crya/v39.iss3.2018.293
10.1016/j.scispo.2018.03.044
10.1002/rob.21775
10.1175/jpo-d-18-0139.1
10.1080/00207179.2018.1539525
10.4171/jst/212
10.1016/j.rehab.2018.05.160
10.1016/j.sysconle.2018.01.008
10.1016/j.disc.2018.07.023
10.1088/1361-6544/aaaf4b
10.1016/j.reactfunctpolym.2017.10.022
10.1039/c8ra04808h
10.1016/j.bbe.2018.06.005
10.1109/atsip.2018.8364487
10.1007/s00161-018-0689-8
10.1111/pirs.12374
10.1007/s11270-018-4032-6
10.1016/j.jpaa.2017.06.009
10.1186/s40645-018-0210-9
10.1145/3177148.3180091
10.32457/rjyd.v1i1.257
10.1007/s10957-018-1337-y
10.1016/j.rse.2018.06.011
10.1088/1755-1315/167/1/012027
10.4000/communicationorganisation.6259
10.1007/s00138-018-0989-9
10.1016/j.chemgeo.2018.01.032
10.1016/j.apor.2018.03.012
10.1016/j.scispo.2018.03.026
10.1007/s11814-018-0041-9
10.1109/tgrs.2017.2772351
10.1016/j.scispo.2018.03.065
10.3847/2041-8213/aaa4f6
10.1016/j.scispo.2018.03.019
10.1016/j.porgcoat.2018.09.004
10.1007/978-3-319-94256-8_2
10.1016/j.jocm.2018.09.001
